customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Cust0507,Male,0,No,No,65,Yes,No phone service,Fiber optic,No internet service,No,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),79.66,5174.64,Yes
Cust0508,Female,0,Yes,Yes,59,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),81.69,4792.1,Yes
Cust0509,Female,1,No,No,56,Yes,No,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),44.37,2503.44,No
Cust0510,Female,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),83.49,3355.9,No
Cust0511,Male,0,No,No,52,Yes,No phone service,DSL,No,No,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),70.08,3654.93,Yes
Cust0512,Female,0,Yes,Yes,15,Yes,No,DSL,No internet service,No,No internet service,No,No,Yes,Two year,Yes,Mailed check,46.35,697.38,Yes
Cust0513,Female,0,No,Yes,69,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,Two year,Yes,Mailed check,80.96,5614.01,No
Cust0514,Female,0,No,No,18,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,44.21,786.3,No
Cust0515,Male,0,No,No,42,Yes,No,DSL,Yes,No,No internet service,No,No,No,One year,No,Credit card (automatic),44.35,1890.44,No
Cust0516,Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,No,One year,No,Credit card (automatic),61.95,122.49,No
Cust0517,Female,0,No,No,58,No,No,DSL,No,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Mailed check,66.68,3880.99,No
Cust0518,Male,0,No,No,51,Yes,No,No,No internet service,No,No,No internet service,No,Yes,Month-to-month,No,Mailed check,27.0,1380.04,Yes
Cust0519,Male,0,No,No,7,Yes,No,DSL,No,No,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,39.18,274.79,No
Cust0520,Female,0,No,No,33,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No,One year,Yes,Mailed check,73.33,2392.01,Yes
Cust0521,Male,0,No,Yes,54,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,48.63,2617.84,No
Cust0522,Female,0,Yes,No,56,Yes,No,DSL,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.91,3874.93,No
Cust0523,Female,0,Yes,Yes,10,Yes,Yes,No,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,25.94,254.66,Yes
Cust0524,Male,0,Yes,No,1,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,No,Electronic check,71.67,89.46,Yes
Cust0525,Male,1,Yes,No,26,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No,Yes,Two year,No,Mailed check,26.85,665.6,Yes
Cust0526,Male,0,Yes,No,8,Yes,No,DSL,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),59.13,459.45,Yes
Cust0527,Male,0,Yes,Yes,57,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No internet service,Yes,Two year,No,Electronic check,78.16,4484.99,No
Cust0528,Female,0,No,No,34,Yes,No,DSL,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),54.82,1890.02,No
Cust0529,Male,0,No,No,37,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),58.57,2170.55,Yes
Cust0530,Female,0,No,Yes,21,No,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,No,Mailed check,74.91,1580.2,Yes
Cust0531,Female,0,Yes,Yes,56,Yes,Yes,No,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Two year,Yes,Electronic check,22.08,1216.38,Yes
Cust0532,Female,0,No,Yes,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,70.53,3446.52,No
Cust0533,Female,1,No,Yes,57,No,No,No,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,30.54,1753.21,No
Cust0534,Male,0,No,No,49,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Electronic check,57.68,2812.03,Yes
Cust0535,Male,0,No,No,12,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),65.3,808.29,Yes
Cust0536,Female,0,No,Yes,6,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,81.97,500.71,Yes
Cust0537,Male,0,Yes,Yes,62,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,66.41,4081.43,No
Cust0538,Male,0,Yes,Yes,45,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),57.27,2595.5,Yes
Cust0539,Male,0,No,Yes,58,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),52.75,3082.05,No
Cust0540,Male,0,No,No,36,Yes,No phone service,DSL,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,47.66,1712.02,No
Cust0541,Female,0,Yes,Yes,61,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),40.55,2460.61,No
Cust0542,Female,0,Yes,No,27,Yes,No,DSL,No,No internet service,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),52.8,1420.59,No
Cust0543,Male,1,No,No,7,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,28.29,186.37,Yes
Cust0544,Male,0,Yes,No,49,Yes,No,DSL,No,No,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),52.01,2548.2,No
Cust0545,Female,1,Yes,No,21,Yes,Yes,DSL,No internet service,No,No,No,No internet service,No internet service,One year,Yes,Credit card (automatic),42.69,901.78,No
Cust0546,Male,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,79.5,905.04,Yes
Cust0547,Male,0,No,No,53,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.03,3824.4,No
Cust0548,Female,0,Yes,No,42,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),87.11,3668.08,No
Cust0549,Male,0,Yes,Yes,69,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),64.36,4420.71,No
Cust0550,Female,0,Yes,Yes,41,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Mailed check,61.81,2585.74,No
Cust0551,Female,0,Yes,Yes,26,No,No,Fiber optic,Yes,No internet service,No,No,Yes,No,One year,Yes,Credit card (automatic),76.58,2008.1,No
Cust0552,Female,0,No,Yes,0,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),65.82,0.0,Yes
Cust0553,Male,0,Yes,No,36,No,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,One year,No,Electronic check,70.06,2503.33,No
Cust0554,Male,0,Yes,Yes,53,No,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,No,Two year,No,Mailed check,75.68,4006.44,Yes
Cust0555,Female,0,No,Yes,58,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No,Yes,Two year,No,Bank transfer (automatic),53.64,3072.3,No
Cust0556,Male,0,No,No,19,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,59.76,1156.36,Yes
Cust0557,Female,1,Yes,No,51,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,63.13,3223.28,Yes
Cust0558,Male,0,No,No,10,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,75.59,756.24,Yes
Cust0559,Female,1,Yes,Yes,68,No,No,No,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),20.66,1448.26,Yes
Cust0560,Male,0,Yes,No,38,Yes,Yes,DSL,No internet service,Yes,No,Yes,No,No,One year,No,Credit card (automatic),37.44,1471.48,No
Cust0561,Female,0,Yes,No,60,Yes,No,DSL,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,60.72,3629.25,No
Cust0562,Male,0,No,Yes,53,Yes,No,No,Yes,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,14.08,750.01,Yes
Cust0563,Female,1,No,No,45,Yes,No phone service,No,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),28.98,1276.28,Yes
Cust0564,Female,0,No,Yes,27,Yes,Yes,DSL,No,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),58.11,1575.53,No
Cust0565,Male,0,No,No,35,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No,No,One year,No,Mailed check,68.64,2432.5,No
Cust0566,Male,0,Yes,No,20,Yes,No phone service,No,No internet service,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,45.05,886.02,Yes
Cust0567,Male,0,No,Yes,70,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,48.66,3452.18,Yes
Cust0568,Male,0,No,No,34,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),88.67,3001.38,Yes
Cust0569,Male,0,No,No,40,Yes,Yes,No,No,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,21.29,874.18,Yes
Cust0570,Female,0,Yes,Yes,69,Yes,No,No,Yes,Yes,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),21.96,1485.67,No
Cust0571,Female,0,Yes,Yes,5,Yes,No,No,Yes,Yes,Yes,Yes,No,No internet service,One year,Yes,Credit card (automatic),21.95,158.59,Yes
Cust0572,Male,1,Yes,No,63,Yes,No,No,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,20.89,1299.71,Yes
Cust0573,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),79.9,1216.88,No
Cust0574,Male,0,Yes,Yes,29,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,83.21,2442.51,Yes
Cust0575,Male,1,Yes,No,58,Yes,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,51.52,2990.0,No
Cust0576,Male,1,No,No,0,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,One year,No,Electronic check,39.18,0.0,Yes
Cust0577,Male,0,Yes,Yes,9,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,41.41,381.74,Yes
Cust0578,Male,0,Yes,No,33,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),52.21,1738.53,No
Cust0579,Male,0,Yes,No,6,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Mailed check,87.14,511.52,Yes
Cust0580,Female,0,No,Yes,50,Yes,No,No,No internet service,No internet service,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),16.82,844.61,No
Cust0581,Female,0,Yes,No,63,Yes,No,DSL,No internet service,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,59.35,3755.11,No
Cust0582,Female,1,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,82.77,1442.41,Yes
Cust0583,Female,0,No,No,43,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,72.03,3106.39,No
Cust0584,Male,0,Yes,No,52,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,67.86,3517.87,No
Cust0585,Male,0,Yes,Yes,66,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,57.8,3807.87,Yes
Cust0586,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),75.59,5118.55,Yes
Cust0587,Female,0,No,Yes,32,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),49.41,1614.62,No
Cust0588,Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),74.87,4778.89,Yes
Cust0589,Female,0,Yes,No,20,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,42.22,836.47,Yes
Cust0590,Female,0,No,Yes,69,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),89.07,6149.65,No
Cust0591,Female,0,Yes,No,25,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),76.08,1917.19,Yes
Cust0592,Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,74.9,346.13,Yes
Cust0593,Male,0,No,Yes,19,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,61.07,1164.18,Yes
Cust0594,Male,0,Yes,Yes,56,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),43.54,2465.09,No
Cust0595,Female,0,No,Yes,20,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,67.06,1350.38,Yes
Cust0596,Male,0,No,Yes,13,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),70.01,858.65,Yes
Cust0597,Male,0,No,Yes,69,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,54.5,3754.42,Yes
Cust0598,Female,0,Yes,Yes,26,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,No,Mailed check,40.83,1058.8,No
Cust0599,Male,1,No,Yes,12,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),67.88,789.66,No
Cust0600,Female,0,No,No,64,Yes,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),36.6,2362.16,No
Cust0601,Male,0,Yes,Yes,11,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,46.03,493.57,No
Cust0602,Male,0,No,No,65,Yes,No phone service,No,No internet service,No internet service,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),23.71,1544.57,Yes
Cust0603,Female,0,No,Yes,8,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,72.76,585.47,Yes
Cust0604,Female,0,No,Yes,5,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,70.88,368.71,Yes
Cust0605,Female,1,Yes,Yes,23,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,One year,Yes,Mailed check,77.79,1793.59,Yes
Cust0606,Female,0,Yes,No,49,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Electronic check,49.7,2412.91,No
Cust0607,Male,1,No,Yes,70,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),89.49,6262.37,No
Cust0608,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,One year,Yes,Mailed check,80.61,4217.28,Yes
Cust0609,Female,1,Yes,No,23,Yes,No,DSL,No,Yes,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),60.28,1404.72,Yes
Cust0610,Male,0,Yes,No,58,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,48.73,2810.42,Yes
Cust0611,Female,0,No,No,56,Yes,No phone service,No,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),23.84,1339.19,Yes
Cust0612,Male,0,Yes,No,37,Yes,No,Fiber optic,Yes,No,No,Yes,No,No internet service,Two year,Yes,Credit card (automatic),74.34,2765.21,Yes
Cust0613,Female,0,Yes,Yes,15,No,No,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),72.45,1129.91,No
Cust0614,Female,1,No,No,26,Yes,No,DSL,Yes,Yes,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),61.9,1615.01,No
Cust0615,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,88.71,2934.57,Yes
Cust0616,Male,1,Yes,Yes,35,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),78.66,2731.84,No
Cust0617,Male,0,Yes,Yes,13,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),51.74,653.82,Yes
Cust0618,Male,0,No,No,16,Yes,No,No,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),11.09,157.71,Yes
Cust0619,Female,0,Yes,Yes,19,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,Yes,One year,No,Electronic check,76.86,1475.39,Yes
Cust0620,Female,0,No,No,27,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No,No,One year,No,Bank transfer (automatic),69.05,1844.92,No
Cust0621,Male,0,Yes,No,68,No,No,DSL,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,53.1,3602.42,Yes
Cust0622,Female,0,Yes,No,28,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,Yes,Two year,No,Electronic check,57.98,1637.63,Yes
Cust0623,Male,0,No,No,47,No,No,Fiber optic,No internet service,No,Yes,No,No,No,Two year,Yes,Mailed check,70.49,3310.01,No
Cust0624,Female,1,No,Yes,54,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),80.88,4386.37,Yes
Cust0625,Female,1,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,87.77,3149.36,Yes
Cust0626,Female,0,Yes,Yes,31,Yes,Yes,DSL,Yes,Yes,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),53.27,1655.04,No
Cust0627,Female,1,No,Yes,7,Yes,Yes,No,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),36.7,231.11,Yes
Cust0628,Male,0,No,Yes,19,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Mailed check,59.56,1169.59,No
Cust0629,Female,0,No,No,40,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,47.93,1907.46,Yes
Cust0630,Male,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),68.65,3580.99,Yes
Cust0631,Male,0,No,No,8,No,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),87.82,677.22,Yes
Cust0632,Male,1,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.63,4959.76,Yes
Cust0633,Female,1,Yes,No,27,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,56.23,1504.74,No
Cust0634,Female,1,Yes,No,64,No,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,76.85,4948.57,Yes
Cust0635,Male,1,No,Yes,58,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,56.85,3297.78,Yes
Cust0636,Male,0,No,Yes,21,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),33.35,714.28,No
Cust0637,Female,0,No,No,41,Yes,No phone service,No,No internet service,Yes,Yes,Yes,Yes,No internet service,Two year,No,Credit card (automatic),26.42,1067.1,No
Cust0638,Female,0,No,No,20,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),47.11,906.49,No
Cust0639,Female,0,Yes,No,32,No,Yes,DSL,No internet service,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),44.44,1446.6,Yes
Cust0640,Male,0,Yes,Yes,5,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,One year,No,Bank transfer (automatic),77.73,376.24,Yes
Cust0641,Female,0,Yes,Yes,36,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No,No,One year,Yes,Mailed check,43.72,1510.44,No
Cust0642,Female,1,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),78.52,310.19,No
Cust0643,Male,0,No,No,1,No,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,90.04,76.5,Yes
Cust0644,Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No,Two year,Yes,Mailed check,66.51,3924.49,No
Cust0645,Female,0,Yes,Yes,22,Yes,No phone service,No,No,No,No,No,No,No internet service,Month-to-month,No,Electronic check,16.08,340.56,No
Cust0646,Female,0,Yes,No,14,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,No,No internet service,One year,Yes,Electronic check,45.09,636.68,Yes
Cust0647,Male,0,No,Yes,50,Yes,Yes,DSL,Yes,Yes,No,No internet service,Yes,No,Two year,Yes,Electronic check,52.42,2638.63,Yes
Cust0648,Male,0,No,Yes,53,Yes,No,DSL,No internet service,No internet service,No,No,No,No,Month-to-month,No,Credit card (automatic),43.42,2296.56,Yes
Cust0649,Male,0,Yes,No,6,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,58.37,401.62,Yes
Cust0650,Female,0,No,Yes,3,Yes,Yes,No,No,No,Yes,No,No,Yes,One year,No,Mailed check,25.99,89.45,No
Cust0651,Female,0,No,Yes,40,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Mailed check,62.62,2492.33,No
Cust0652,Female,0,Yes,No,47,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,One year,Yes,Mailed check,88.25,4140.33,No
Cust0653,Male,0,No,Yes,57,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,72.57,4136.82,No
Cust0654,Male,0,Yes,No,59,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,78.56,4675.71,No
Cust0655,Female,0,Yes,Yes,46,Yes,No phone service,No,Yes,No,No internet service,Yes,Yes,Yes,Two year,No,Credit card (automatic),41.37,1905.87,No
Cust0656,Female,0,Yes,Yes,57,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),95.7,5478.09,Yes
Cust0657,Male,0,Yes,Yes,42,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,53.39,2247.27,Yes
Cust0658,Male,0,Yes,Yes,25,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),82.22,2023.59,No
Cust0659,Female,0,Yes,No,13,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No,Yes,One year,Yes,Mailed check,84.92,1083.16,No
Cust0660,Female,0,No,No,60,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,53.8,3276.84,No
Cust0661,Male,0,No,No,65,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),78.1,5069.37,Yes
Cust0662,Male,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),82.16,999.04,No
Cust0663,Female,0,No,Yes,53,Yes,Yes,DSL,No,No,No,No internet service,No internet service,Yes,Two year,Yes,Mailed check,58.32,3112.08,Yes
Cust0664,Male,0,No,Yes,35,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,84.28,2974.44,Yes
Cust0665,Female,1,Yes,Yes,12,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),13.22,146.89,Yes
Cust0666,Male,0,No,No,19,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,Yes,One year,No,Electronic check,60.59,1169.02,No
Cust0667,Male,0,No,Yes,8,Yes,No phone service,No,No internet service,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),25.16,195.2,No
Cust0668,Male,0,No,No,66,Yes,No phone service,No,No internet service,Yes,No,No internet service,No internet service,No internet service,One year,No,Mailed check,15.8,1074.02,Yes
Cust0669,Female,0,No,No,41,Yes,No phone service,DSL,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,51.64,2110.83,Yes
Cust0670,Female,1,No,Yes,41,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,One year,No,Bank transfer (automatic),64.96,2684.36,No
Cust0671,Female,0,Yes,No,32,Yes,No phone service,DSL,No internet service,No,No internet service,No,No,No,Month-to-month,No,Mailed check,44.06,1416.11,No
Cust0672,Female,0,No,No,20,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),75.65,1532.68,No
Cust0673,Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),30.22,501.46,Yes
Cust0674,Female,0,No,Yes,66,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),87.96,5822.4,Yes
